datadate,gvkey,gvkeyx,isin,from,thru,conm,cshtrd,prccd,divd,curcdd,exchg,fic,gind,iid,secstat,trfd
2018-01-11,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,556106.0,104.6,,EUR,171.0,DEU,451020,01W,A,1.06058969
2018-01-11,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,1053343.0,95.5,,EUR,171.0,DEU,151020,01W,A,1.46015392
2018-01-11,100953,150095,DE0007037129,1988-07-31,,RWE AG,5594736.0,17.45,,EUR,171.0,DEU,551030,01W,A,2.55195771
2018-01-11,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,819790.0,166.4,,EUR,171.0,DEU,252030,01W,A,1.30191558
2018-01-11,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,65416.0,178.0,,EUR,171.0,DEU,251020,01W,A,1.81040945
2018-01-11,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,50.0,40.6,,EUR,154.0,DEU,203010,90W,A,1.35210774
2018-01-11,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,2633604.0,40.52,,EUR,171.0,DEU,203010,01W,A,1.81317213
2018-01-11,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,549666.0,91.72,,EUR,171.0,DEU,352020,01W,A,1.53321698
2018-01-11,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,72608.0,103.5,,EUR,171.0,DEU,303010,02W,A,1.41787892
2018-01-11,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,2573330.0,88.52,,EUR,154.0,DEU,151010,01W,A,1.03946933
2018-01-11,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,17.9,,EUR,257.0,DEU,352020,90W,A,1.08651255
2018-01-11,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,102.0,,EUR,257.0,DEU,303010,90W,A,1.10027601
2018-01-11,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,1333916.0,65.02,,EUR,171.0,DEU,351020,01W,A,1.35775576
2018-01-11,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,18.7,,EUR,154.0,DEU,151020,90W,A,1.05720604
2018-01-11,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,1158574.0,200.8,,EUR,171.0,DEU,403010,01W,A,1.95633568
2018-01-11,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,19.4,,EUR,154.0,DEU,303020,90W,A,1.02539651
2018-01-11,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,110215.0,155.4,,EUR,171.0,DEU,201010,01W,A,1.30176493
2018-01-11,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,4707779.0,24.0,,EUR,171.0,DEU,453010,01W,A,1.1340154
2018-01-11,241456,150095,DE000A2G82W5,2001-03-19,,DEUTSCHE POST AG,,41.0,,EUR,154.0,DEU,203010,02W,I,1.94689591
2018-01-11,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,463224.0,97.68,,EUR,171.0,DEU,303020,01W,A,1.54066036
2018-01-11,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,507866.0,187.05,,EUR,171.0,DEU,403010,01W,A,1.96574856
2018-01-11,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,44570.0,76.0,,EUR,171.0,DEU,251020,02W,A,1.96027501
2018-01-11,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,698614.0,113.25,,EUR,171.0,DEU,303010,01W,A,1.83215475
2018-01-11,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,2429700.0,40.2,,EUR,171.0,DEU,601020,01W,A,1.13078001
2018-01-11,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,19613861.0,15.348,,EUR,171.0,DEU,402030,01W,A,2.01547174
2018-01-11,100037,150095,DE000A2E4L75,1988-07-31,,LINDE AG,829443.0,210.4,,EUR,171.0,DEU,151010,03W,I,1.0
2018-01-11,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,652120.0,242.8,,EUR,171.0,DEU,251010,01W,A,1.67580838
2018-01-11,103487,150095,DE0007164600,1995-12-31,,SAP SE,4299852.0,91.43,,EUR,171.0,DEU,451030,02W,A,1.68848319
2018-01-11,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2603635.0,105.48,,EUR,171.0,DEU,352020,01W,A,2.81476998
2018-01-11,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,3339139.0,73.61,,EUR,171.0,DEU,251020,01W,A,2.72718676
2018-01-11,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,2249646.0,30.61,,EUR,171.0,DEU,203020,01W,A,1.86420872
2018-01-11,100037,150095,DE0006483001,1988-07-31,,LINDE AG,125115.0,194.0,,EUR,171.0,DEU,151010,01W,I,1.90885889
2018-01-11,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,40.0,35.0,,EUR,154.0,DEU,251020,91W,A,1.17440735
2018-01-11,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,20638745.0,14.405,,EUR,171.0,DEU,501010,01W,A,2.36983566
